post_id,post_title,post_date,post_excerpt,lat_lng,location_id,location_name,location_notes,street_address,city,state,zip,county,total_cost,start_year,completion_year,new_deal_agencies,new_deal_categories,artists,contractors,designers,status,menu_order,image
34879,Denison High School Extension (demolished) &#8211; Denison TX,2014,"The PWA assisted in the funding of an addition to the old Denison High School. The school occupied the block bounded by Main and Woodard Streets and Armstrong and Barrett Avenues.  Razed in 2007, as...","33.75604978405478, -96.54533510845948",,,,West Main St. and N. Armstrong Ave.,Denison,TX,75020,Grayson,,,,Public Works Administration (PWA),"Educational, No Longer Extant, Schools",,,,,,
34880,Houston Elementary School &#8211; Denison TX,2014,"Denison benefited from three PWA school projects in the city at one time, including this Houston school, as well as a school for African Americans, and the &quot;foundation for the high school...","33.751971, -96.55098379999998",,,,1100 West Morgan Street,Denison,TX,75020,Grayson,,,1939,Public Works Administration (PWA),"Educational, Schools",,,,,,http://livingnewdeal.org/wp-content/uploads/2014/01/Houston_elementary_denison_tx-300x199.jpg
34882,Sharp School (demolished) &#8211; Sharp TX,2014,"The Bartlett [TX] Tribune reported an incident in nearby Sharp, TX: &quot;Sharp&#039;s new $74,000 school building which was to have been dedicated Sept 3, burned to the ground Sunday afternoon ... ...","30.7513037, -97.15610279999999",,,,,Sharp,TX,,Milam,,,1939,Public Works Administration (PWA),"Educational, No Longer Extant, Schools",,,,,,
34969,Waterworks Extension &#8211; Canadian TX,2014,"The PWA provided funding for an extension of the waterworks in the town of Canadian, TX. Work was completed at the end of 1934.  &quot;J. H. Gehbauer, the city&#039;s engineer for the project, said...","35.91282, -100.38207720000003",,,General marker for the city of Canadian.,,Canadian,TX,79014,Hemphill,,,1934,Public Works Administration (PWA),"Utilities and Infrastructure, Water supply",,,,,,
34972,Lake Brownwood State Park Improvements &#8211; Brownwood TX,2014,"CCC Camp 872 was based at what is now the Lake Brownwood State Park northwest of Brownwood, TX.  Senator Tom Connally personally visited the CCC Camp and sought that New Deal work continue to be done...","31.8569, -99.028",,,,200 State Highway Park Road 15,Brownwood,TX,76801,Brown,,,,Civilian Conservation Corps (CCC),Parks and recreation,,,,,,
34974,Willacy County Irrigation System &#8211; Raymondville TX,2014,"A massive long-term project undertaken with PWA funding was the construction of a waterworks and irrigation system in Willacy County, TX.  The $4,853,000 PWA allotment aided nearly 75,000 combined...","26.4814565, -97.783051",,,"Marker is for the city of Raymondville, the county seat of Willacy county.",,Raymondville,TX,,Willacy,,,1940,Public Works Administration (PWA),"Utilities and Infrastructure, Water supply",,,,,,
34977,Orange County Drainage and Irrigation Systems &#8211; Orange TX,2014,"The PWA helped to fund drainage and irrigation systems for Orange County, Texas.","30.0929879, -93.73655489999999",,,"Location marker is for Orange TX, the county seat of Orange County.",,Orange,TX,,Orange,,,,Public Works Administration (PWA),"Utilities and Infrastructure, Water disposal, Water supply",,,,,,
34990,Municipal Water Works Improvements &#8211; Crosbyton TX,2014,"According to The Crosbyton Review, PWA assistance to the tune of $6,654.61 helped the town of Crosbyton develop its waterworks.","33.6600847, -101.23792760000003",,,General marker for city of Crosbyton.,,Crosbyton,TX,,Crosby,,,,Public Works Administration (PWA),"Utilities and Infrastructure, Water supply",,,,,,
34991,Elementary School &#8211; Crosbyton TX,2014,"The Crosbyton Review reported in Dec. 1939 that, finished three years prior, Crosbyton&#039;s then-new grade school was &quot;one of the most modern in this territory,&quot; and its construction was...","33.65838, -101.24788",,,,204 S. Harrison St.,Crosbyton,TX,79322,Crosby,,,1936,Public Works Administration (PWA),"Educational, Schools",,,,,,
35015,Sterling County Courthouse &#8211; Sterling City TX,2014,&quot;The Sterling County TX Courthouse was built in 1938 by the Federal Emergency Administration of Public Works ...&quot;  &quot;The 1938 Sterling County Courthouse has wonderful Art Deco details...,"31.8365663, -100.9919261",,,,609 Fourth St,Sterling City,TX,76951,Sterling,,,1938,Public Works Administration (PWA),"Courthouses, Public buildings",,,,,,
35048,Murphy Park Lake Dam &#8211; Taylor TX,2014,"The WPA constructed this &quot;arch hollow type dam&quot; in what is now Murphy Park in Taylor, TX, during the...","30.579719, -97.411520",,,,,Taylor,TX,76574,Williamson,,,1936,Works Progress Administration (WPA),"Dams, Parks and recreation",,,,,,http://livingnewdeal.org/wp-content/uploads/2014/01/Murphy_park_lake_dam_taylor_tx-300x199.jpg
35050,Sewer Extension &#8211; Taylor TX,2014,"The WPA worked to extend the sewer system in the town of Taylor, Texas during the mid-1930s.","30.5707551, -97.40944379999996",,,General Marker for city of Taylor.,,Taylor,TX,,Williamson,,,,Works Progress Administration (WPA),"Utilities and Infrastructure, Water disposal",,,,,,
35057,Abilene State Park &#8211; Tuscola TX,2014,"&quot;The Civilian Conservation Corps, Rooseveltï¿_Ûªs first New Deal recovery program, built the original parts of Abilene State Park, including picnic areas and swimming pool complex. In 1934, the 507...","32.23956, -99.88051",,,,150 Park Road 32,Tuscola,TX,79562,Taylor,,,1934,Civilian Conservation Corps (CCC),Parks and recreation,,,,,,http://livingnewdeal.org/wp-content/uploads/2014/01/1200px-Abilene_State_Park_3-300x225.jpg
35058,Municipal Street Improvements &#8211; Abilene TX,2014,"The Abilene Reporter-News discusses a WPA project undertaken in 1936, one which helped to unify downtown Abilene:  &quot;One of the most practical projects, still affecting thousands of Abilenians...","32.44922, -99.73554",,,,,Abilene,TX,,Taylor,,,1936,Works Progress Administration (WPA),"Roads, highways and bridges, Utilities and Infrastructure",,,,,,
35065,Brownwood Airport Improvements &#8211; Brownwood TX,2014,"The Abilene Reporter-News discusses various New Deal projects in northern Texas, and includes the following:  &quot;In Brownwood, more than $350,000 was designated for improving the Brownwood...","31.7936, -98.9564",,,,6420 Airport Road,Brownwood,TX,76802,Brown,,,,Works Progress Administration (WPA),"Airports, Utilities and Infrastructure",,,,,,
35070,School &#8211; Benjamin TX,2014,"The WPA provided labor for the construction of the Knox County Courthouse and the school in Benjamin, Texas.","33.58365, -99.78932",,,,East Hayes St.,Benjamin,TX,79505,Knox,,,1942,Works Progress Administration (WPA),"Educational, Schools",,,,,,
35079,Love&#8217;s Lookout Park &#8211; Jacksonville TX,2014,"Love&#039;s Lookout Park, north of Jacksonville, Texas in north Cherokee County, was developed by the WPA.  After John Wesley Love&#039;s death, his &quot;family gave 22.22 acres, including the...","32.02971, -95.27874",,,,,Jacksonville,TX,,Cherokee,,,,Works Progress Administration (WPA),Parks and recreation,,,,,,
37197,La Villita Cos House Restoration &#8211; San Antonio TX,2014,"It is generally believed that General Martin Perfecto de Cos, a brother-in-law of Mexicoï¿_Ûªs President Antonio Lopez de Santa Anna, surrendered to the Texan commander, General Edward Burleson, after...","29.42204, -98.488673",,,,503 Villita St,San  Antonio,TX,78205,Bexar,,,1941,National Youth Administration (NYA),"Monuments and Memorials, Public buildings",,,,,,http://livingnewdeal.org/wp-content/uploads/2014/02/100_7099-300x225.jpg
40013,Courtyard Theater &#8211; Plano TX,2014,"&quot;In the fall of 1999, the Plano City Council established a tax increment finance district in downtown Plano. Four and a half million dollars of the projected income from the district was...","33.0206208, -96.70345470000001",,,,1509 H Ave,Plano,TX,75074,,,,1938,Works Progress Administration (WPA),"Gymnasiums, Parks and recreation",,,,,,http://livingnewdeal.org/wp-content/uploads/2014/04/plano-ext-300x171.jpg
39769,Chambers County Courthouse &#8211; Anahuac TX,2014,The fourth courthouse built for Chambers County was completed in 1936. The Works Progress Administration constructed the three-story ashlar limestone building with Moderne details at a cost of...,"29.76946, -94.6842484",,,,404 Washington Ave.,Anahuac,TX,77514,Chambers,,,1936,Works Progress Administration (WPA),"Courthouses, Public buildings",,Robert E. McKee,Cornell G. Curtis,,,http://livingnewdeal.org/wp-content/uploads/2014/04/Chambers_county_tx_courthouse_2014-300x200.jpg
42340,Kiest Park &#8211; Dallas TX,2014,"In 1931, Edwin Kiest, an influential Dallas businessman, made a gift of 247 acres of land to the City of Dallas for a regional park as a memorial to his wife, Elizabeth Patterson Kiest, who had died...","32.7102377, -96.85271030000001",,,,3080 S Hampton Rd,Dallas,TX,75224,Dallas,,,,Works Progress Administration (WPA),"Parks and recreation, Picnic and Other Facilities",,,,,,http://livingnewdeal.org/wp-content/uploads/2014/06/Kiest_park_garden-300x200.jpg
42306,Newcastle Roadside Park &#8211; Newcastle TX,2014,Roadside picnic areas were created by the National Youth Administration in cooperation with the Texas Highway Department. Lyndon Baines Johnson was the first director of the Texas branch of NYA from...,"33.1773448, -98.74072949999999",,,,US Hwy 380 &amp; TX state hwy 61,Newcastle,TX,76372,Young,,,1936,National Youth Administration (NYA),"Parks and recreation, Picnic and Other Facilities",,,"Jac gubbels, Texas Highway Department",,,http://livingnewdeal.org/wp-content/uploads/2014/06/former-roadside-park-300x199.jpg
43507,Water Tower and Well Improvements &#8211; Round Rock TX,2014,"&quot;The cityï¿_Ûªs first modern water works system included a redevelopment of the Town Well and a 60,000 gallon, 130 foot tall water storage tank. This project was completed in 1935 by the Public...","30.50863, -97.67882589999999",,,,200 Round Rock Ave,Round Rock,TX,78664,Williamson,,,1935,Public Works Administration (PWA),"Utilities and Infrastructure, Water supply",,,,,,http://livingnewdeal.org/wp-content/uploads/2014/07/Round_rock_water_tower-281x225.jpg
44219,Prairie Creek School (former) &#8211; Prairie Creek TX,2014,"Prairie Creek, Texas &quot;was a farming community north of State Highway 64 and nineteen miles southeast of Canton.&quot; (TSHA) The community possessed &quot;a tiny country school of the Prairie...","32.425342, -95.577005",,,,,Prairie Creek,TX,,Van Zandt,,,,Public Works Administration (PWA),"Educational, Schools",,,,,,
44309,J. P. Elder Middle School Annex Improvements &#8211; Fort Worth TX,2014,"J. P. Elder Middle School Annex (originally part of the North Fort Worth High School), was one of the school district&#039;s existing schools that received landscaping by the CWA/WPA during the New...","32.7810179, -97.35581780000001",,,,600 Park St.,Fort Worth,TX,76164,Tarrant,,,1935,Civil Works Administration (CWA),"Educational, Schools",,,Hare and Hare,,,http://livingnewdeal.org/wp-content/uploads/2014/08/WPA-Landscaping-at-J.P.-Elder-Annex-300x225.jpg
44317,Boys and Girls Club of Wichita Falls &#8211; Wichita Falls TX,2014,"&lt;div&gt;The Wichita Falls Boys Club (now the Boys and Girls Club of Wichita Falls) at 1318 6th Street, Wichita Falls, TX, was dedicated on November 22, 1942. The one-story stone building was...","33.9105986, -98.50077069999998",,,,1318 6th St.,Wichita Falls,TX,76301,Wichita,,,1942,Works Progress Administration (WPA),"Community Centers, Public buildings",,,,,,
20993,Giddings Post Office &#8220;Cowboys Receiving the Mail&#8221; Mural &#8211; Giddings TX,2013,This mural was completed with the help of New Deal funds in 1939.,"30.182861, -96.935492",6092,Giddings Post Office - Giddings TX,lobby,279 Austin Street,Giddings,TX,78942,,,,,Treasury Section of Fine Arts,"Art, Mural",Otis Dozier,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/1088-CowboysReceivingTheMail.0_display-224x225.jpg
21042,Quanah Post Office &#8220;The Naming of Quanah&#8221; Mural &#8211; Quanah TX,2013,&lt;div&gt;This mural by Jerry Bywaters was completed with Treasury Section of Fine Arts funds in...,"34.297984, -99.740902",6124,Quanah Post Office - Quanah TX,lobby,219 W. 3rd Street,Quanah,TX,79252,,,,,Treasury Section of Fine Arts,"Art, Mural",Jerry Bywaters,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/1122-TheNamingOfQuanah.0_display-225x225.jpg
21048,Post Office Mural &#8220;Cowboy Dance&#8221; &#8211; Anson TX,2013,This oil on canvas mural ï¿_ï¿_ï¿_Cowboy Danceï¿_Ûù was painted by Jenne Magafan in 1941 and funded by the Treasury Section of Fine Arts.,"32.757028, -99.896875",3997,Post Office - Anson TX,Lobby,1002 11th Street,Anson,TX,79501,,,,1941,Treasury Section of Fine Arts,"Art, Mural",Jenne Magafan,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/1128-CowboyDance.0_display-225x225.jpg
21053,Seymour Post Office &#8220;Comanches&#8221; Mural &#8211; Seymour TX,2013,This mural was painted with Treasury Section of Fine Arts funds in 1942.,"33.589147, -99.261612",6135,Seymour Post Office - Seymour TX,Lobby,210 Washington Street,Seymour,TX,76380,,,,,Treasury Section of Fine Arts,"Art, Mural",Tom Lea,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/1133-Comanches.0_display-225x225.jpg
21055,"Electra Post Office &#8220;Cattle, Oil, Wheat&#8221; Bas Relief &#8211; Electra TX",2013,This plaster relief was completed with Treasury Section of Fine Arts funds in 1940.,"34.030498, -98.920106",6137,Electra Post Office - Electra TX,Lobby,200 W. Cleveland,Electra,TX,76360,,,,,Treasury Section of Fine Arts,"Art, Bas Relief",Allie Tennant,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/1136-CattleOilWheat.0_display-225x225.jpg
21080,Longview Post Office &#8220;Rural East Texas&#8221; Mural &#8211; Longview TX,2013,This mural was completed with Treasury Section of Fine Arts funds in 1942.,"32.495873, -94.738224",6152,Longview Post Office - Longview TX,Lobby,201 E. Methvin Street,Longview,TX,75601,,,,,Treasury Section of Fine Arts,"Art, Mural","Jr., Thomas M. Stell",,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/2544-RuralEastTexas.0_display-224x225.jpg
21161,El Campo Post Office &#8220;Rural Texas Gulf Coast&#8221; Mural &#8211; El Campo TX,2013,"This mural was produced with New Deal funds in 1940. During post office renovations in 1963, the mural was removed and stored in the basement for over 20 years. It was discovered, restored, and...","29.195584, -96.268937",6213,El Campo Post Office - El Campo TX,Customer Service lobby over Postmaster&#039;s door,110 South Mechanic Street,El Campo,TX,77437,,,,,Treasury Section of Fine Arts,"Art, Mural",Milford Zornes,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/08/1909_001-300x210.jpg
21167,Hamilton Post Office &#8220;Texas Rangers in Camp&#8221; Mural &#8211; Hamilton TX,2013,This fresco secco was completed with New Deal funds in 1942.,"31.703906, -98.12401",6216,Hamilton Post Office - Hamilton TX,Lobby,120 Rice Street,Hamilton,TX,76531,,,,,Treasury Section of Fine Arts,"Art, Mural",Ward Lockwood,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/2776-TexasRangersInCamp.0_display-225x225.jpg
21168,Gatesville Post Office &#8220;Off to Northern Markers&#8221; Mural &#8211; Gatesville TX,2013,This 9.5&#039; x 4.5&#039; mural by Joe De Young was completed with New Deal funds in...,"31.434052, -97.747629",6217,Gatesville Post Office - Gatesville TX,Lobby,802 E. Leon Street,Gatesville,TX,76528,,,,,Treasury Section of Fine Arts,"Art, Mural",Joe De Young,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/2777-OffToNorthernMarkers.0_display-225x225.jpg
21170,Teague Post Office &#8220;Cattle Roundup&#8221; Mural &#8211; Teague TX,2013,This 10&#039; x 3.5&#039; mural was completed with New Deal funds in...,"31.627016, -96.282614",6219,Teague Post Office - Teague TX,lobby,520 Main Street,Teague,TX,75860,,,,,Treasury Section of Fine Arts,"Art, Mural","Jr., Thomas M. Stell",,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/2779-CattleRoundup.0_display-225x225.jpg
21206,Old Post Office &#8220;Texas Plains&#8221; Mural &#8211; Decatur TX,2013,This former post office still contains a Section of Fine Arts mural by Ray Strong. The mural was painted in 1939.,"33.2337839, -97.58653709999999",8227,Old Post Office - Decatur TX,,106 South Trinity St.,Decatur,TX,76234,,,,1939,Treasury Section of Fine Arts,"Art, Mural",Ray Strong,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/2861-TexasPlains.0_display-225x225.jpg
21248,Farmersville Post Office &#8220;Soil Conservation in Collin County&#8221; Mural &#8211; Farmersville TX,2013,The post office contains a Section of Fine Arts painted in 1941 by Jerry Bywaters.  &quot;Bywaters&#039; painting &quot;Soil Conservation in Collin County&quot; was a subtle nudge to Texas farmers to...,"33.1632, -96.361645",6278,Farmersville Post Office - Farmersville TX,lobby,213 McKinney Street,Farmersville,TX,75442,,,,,Treasury Section of Fine Arts,"Art, Mural",Jerry Bywaters,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/2988-SoilConservationInCollinCounty.0_display-225x225.jpg
21249,East Texas Oil Museum &#8220;Drilling for Oil&#8221; Mural &#8211; Kilgore TX,2013,This mural was produced with New Deal funds in 1941. It was moved from the post office to the East Texas Oil Museum in 1999. ...,"32.37728, -94.86904",6279,East Texas Oil Museum - Kilgore TX,Main lobby,Hwy 259 at Ross Street,Kilgore,TX,75662,,,,,Treasury Section of Fine Arts,"Art, Mural",Xavier Gonzalez,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/2994-DrillingForOil.0_display-225x225.jpg
21250,East Texas Oil Museum &#8220;Contemporary Youth&#8221; Mural &#8211; Kilgore TX,2013,This mural by Xavier Gonzalez was produced with New Deal funds in 1941. It was moved from the post office to the East Texas Oil Museum in 1999.,"32.37728, -94.86904",6279,East Texas Oil Museum - Kilgore TX,Main lobby,Hwy 259 at Ross Street,Kilgore,TX,75662,,,,,Treasury Section of Fine Arts,"Art, Mural",Xavier Gonzalez,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/2994-ContemporaryYouth.0_display-225x225.jpg
21251,East Texas Oil Museum &#8220;Music of the Plains&#8221; Mural &#8211; Kilgore TX,2013,This mural by Xavier Gonzalez was produced with New Deal funds in 1941. It was moved from the post office to the East Texas Oil Museum in 1999.,"32.37728, -94.86904",6279,East Texas Oil Museum - Kilgore TX,Main lobby,Hwy 259 at Ross Street,Kilgore,TX,75662,,,,,Treasury Section of Fine Arts,"Art, Mural",Xavier Gonzalez,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/2994-MusicOfThePlains.0_display-224x225.jpg
21252,East Texas Oil Museum &#8220;Pioneer Saga&#8221; Mural &#8211; Kilgore TX,2013,This mural by Xavier Gonzalez was produced with New Deal funds in 1941. It was moved from the post office to the East Texas Oil Museum in 1999.,"32.37728, -94.86904",6279,East Texas Oil Museum - Kilgore TX,Main lobby,Hwy 259 at Ross Street,Kilgore,TX,75662,,,,,Treasury Section of Fine Arts,"Art, Mural",Xavier Gonzalez,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/2994-PioneerSaga.0_display-224x225.jpg
21253,Rusk Post Office &#8220;Agriculture and Industry at Rusk&#8221; Mural &#8211; Rusk TX,2013,This mural was completed with New Deal funds in 1939.,"31.795035, -95.150624",6280,Rusk Post Office - Rusk TX,lobby,112 W. 5th Street,Rusk,TX,75785,,,,,Treasury Section of Fine Arts,"Art, Mural",Bernard Zakheim,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/2995-AgricultureAndIndustryAtRusk.0_display-225x225.jpg
21254,Post Office &#8220;McLennan Looking for a Home&#8221; Mural &#8211; Mart TX,2014,&lt;p&gt;The oil-on-canvas mural entitled &quot;McLennan Looking for a Home&quot; was painted by Jose Aceves in 1939. The work was funded by the Treasury Department Section of Fine Arts and still...,"31.54153, -96.835287",6281,Mart Post Office - Mart TX,lobby,301 E. Texas Avenue,Mart,TX,76664,,,,,"Treasury Department (TD), Treasury Section of Fine Arts","Art, Mural",Jose Aceves,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/2996-McLennanLookingForAHome.0_display-224x225.jpg
21505,J. Marvin Jones Federal Building &#8220;Gang-Plow&#8221; Mural &#8211; Amarillo TX,2014,This 6&#039;6&quot; x 5&#039;10&quot; mural is one of six painted by Julius Woeltz in the lobby of the J. Marvin Jones Federal Building with the help of Treasury Section of Fine Arts funds. ...,"35.2070184, -101.8241886",6465,J. Marvin Jones Federal Building - Amarillo TX,undetermined,205 E. 5th Street,Amarillo,TX,79101,,,,,Treasury Section of Fine Arts,"Art, Mural",Julius Woeltz,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/3493-GangPlow.0_display-224x225.jpg
21506,J. Marvin Jones Federal Building &#8220;Harrow&#8221; Mural &#8211; Amarillo TX,2014,This 6ï¿_Ûª6ï¿_ï¿__ x 5ï¿_Ûª10ï¿_ï¿__ mural is one of six painted by Julius Woeltz in the lobby of the J. Marvin Jones Federal Building with the help of Treasury Section of Fine Arts funds.,"35.2070184, -101.8241886",6465,J. Marvin Jones Federal Building - Amarillo TX,undetermined,205 E. 5th Street,Amarillo,TX,79101,,,,,Treasury Section of Fine Arts,"Art, Mural",Julius Woeltz,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/3493-Harrow.0_display-225x225.jpg
22594,Panhandle-Plains Historical Museum &#8220;Coronado&#8217;s Coming&#8221; Mural &#8211; Canyon TX,2013,This mural was completed with the help of New Deal funds in 1934.,"34.9798256, -101.9156698",7004,Panhandle-Plains Historical Museum - Canyon TX,Pioneer Hall,2503 4th Avenue,Canyon,TX,79015,,,,,Public Works of Art Project (PWAP),"Art, Mural",Ben Carlton Mead,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/5066-CoronadosComing.0_display-225x225.jpg
22595,Panhandle-Plains Historical Museum &#8220;Antelope Creek Focus&#8221; Mural &#8211; Canyon TX,2013,This mural by Ben Carlton Mead was completed with the help of New Deal funds in 1940.,"34.9798256, -101.9156698",7004,Panhandle-Plains Historical Museum - Canyon TX,Pioneer Hall,2503 4th Avenue,Canyon,TX,79015,,,,,Federal Art Project (FAP),"Art, Mural",Ben Carlton Mead,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/5066-AntelopeCreekFocus.0_display-225x225.jpg
22596,Panhandle-Plains Historical Museum &#8220;The Cattlemen&#8221; Mural &#8211; Canyon TX,2013,This mural was completed with the help of New Deal funds in 1940.,"34.9798256, -101.9156698",7004,Panhandle-Plains Historical Museum - Canyon TX,Pioneer Hall,2503 4th Avenue,Canyon,TX,79015,,,,,Public Works of Art Project (PWAP),"Art, Mural",Harold Bugbee,,,,1,
22597,Panhandle-Plains Historical Museum &#8220;Ranch Headquarters&#8221; Mural &#8211; Canyon TX,2013,This mural was completed with the help of New Deal funds in 1940.,"34.9798256, -101.9156698",7004,Panhandle-Plains Historical Museum - Canyon TX,Pioneer Hall,2503 4th Avenue,Canyon,TX,79015,,,,,Federal Art Project (FAP),"Art, Mural",Harold Bugbee,,,,1,
22598,Canyon Post Office &#8220;Strays&#8221; Mural &#8211; Canyon TX,2013,"The Canyon, Texas post office mural &quot;Strays,&quot; painted by Frances Ankrom, was sponsored by the Section of Fine Arts. The mural, which was completed and installed in 1938, went through...","34.9797278, -101.9309293",7005,Canyon Post Office - Canyon TX,lobby,1304 4th Avenue,Canyon,TX,79016,,,,1938,Treasury Section of Fine Arts,"Art, Mural",Frances Ankrom,,,,1,http://livingnewdeal.org/wp-content/uploads/2014/07/Canyon-PO-Mural-Strays-ProbFinal-300x96.jpg
22599,Hereford Post Office &#8220;On the Range&#8221; Bas Relief &#8211; Hereford TX,2013,"In 1967, a contractor remodeling the post office took this piece home. The GSA tracked it down but kept it in storage for years. It was returned to Hereford in 1973. ...","34.8176727, -102.400054",7006,Hereford Post Office - Hereford TX,Lobby,408 Main Street,Hereford,TX,79045,,,,,Treasury Section of Fine Arts,"Art, Bas Relief",Enid Bell,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/5068-OnTheRange.0_display-225x225.jpg
22600,Odessa Post Office &#8220;The Stampede&#8221; Mural &#8211; Odessa TX,2013,A sign in the post office says that this mural was inspired by the song &quot;Little Joe the Wrangler.&quot; ...,"31.847152, -102.366037",7007,Odessa Post Office - Odessa TX,Lobby,200 N. Texas Avenue,Odessa,TX,79761,,,,,Treasury Section of Fine Arts,"Art, Mural",Tom Lea,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/5070-TheStampede.0_display-225x225.jpg
22601,Wellington Post office &#8220;Settlers in Collingsworth County&#8221; Mural &#8211; Wellington TX,2013,"The artist wrote that he wanted to &quot;show settlers on the Texas Plains engaged in fundamental activities of opening and using new land: building shelter, sowing, planting.&quot; ...","34.8541061, -100.2141179",7008,Wellington Post office - Wellington TX,Lobby,1000 West Avenue,Wellington,TX,79095,,,,,Treasury Section of Fine Arts,"Art, Mural",Bernard Arnest,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/5071-SettlersInCollingsworthCounty.0_display-225x225.jpg
22603,Police Station Mural &#8211; Brownfield TX,2014,"The mural &quot;Ranchers of the Panhandle Fighting Prairie Fire with Skinned Steer,&quot; painted by Frank Mechau in 1940, was created for what was then the post office in Brownfield, Texas.  Mechau...","33.179414, -102.279959",7010,Brownfield Police Station - Brownfield TX,Lobby,120 N. 5th Street,Brownfield,TX,79516,,,,1940,Treasury Section of Fine Arts,"Art, Mural",Frank Mechau,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/5073-RanchersOfThePanhandleFightingPrairieFireWithSkinnedSteer.0_display-225x225.jpg
22604,J. Marvin Jones Federal Building &#8220;Coronado&#8217;s Exploration Party&#8221; Mural &#8211; Amarillo TX,2014,This mural is one of six painted by Julius Woeltz in the lobby of the J. Marvin Jones Federal Building with the help of Treasury Section of Fine Arts funds.,"35.2070184, -101.8241886",6465,J. Marvin Jones Federal Building - Amarillo TX,,205 E. 5th Street,Amarillo,TX,79101,,,,,Treasury Section of Fine Arts,"Art, Mural",Julius Woeltz,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/3493-CoronadosExplorationParty.0_display-225x225.jpg
22605,J. Marvin Jones Federal Building &#8220;Cattle Loading&#8221; Mural &#8211; Amarillo TX,2014,This mural is one of six painted by Julius Woeltz in the lobby of the J. Marvin Jones Federal Building with the help of Treasury Section of Fine Arts funds.,"35.2070184, -101.8241886",6465,J. Marvin Jones Federal Building - Amarillo TX,,205 E. 5th Street,Amarillo,TX,79101,,,,,Treasury Section of Fine Arts,"Art, Mural",Julius Woeltz,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/3493-CattleLoading.0_display-225x225.jpg
22606,J. Marvin Jones Federal Building &#8220;Oil&#8221; Mural &#8211; Amarillo TX,2014,This mural is one of six painted by Julius Woeltz in the lobby of the J. Marvin Jones Federal Building with the help of Treasury Section of Fine Arts funds.,"35.2070184, -101.8241886",6465,J. Marvin Jones Federal Building - Amarillo TX,,205 E. 5th Street,Amarillo,TX,79101,,,,,Treasury Section of Fine Arts,"Art, Mural",Julius Woeltz,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/3493-Oil.0_display-225x225.jpg
22607,J. Marvin Jones Federal Building &#8220;Cattle Branding&#8221; Mural &#8211; Amarillo TX,2014,This mural is one of six painted by Julius Woeltz in the lobby of the J. Marvin Jones Federal Building with the help of Treasury Section of Fine Arts funds.,"35.2070184, -101.8241886",6465,J. Marvin Jones Federal Building - Amarillo TX,,205 E. 5th Street,Amarillo,TX,79101,,,,,Treasury Section of Fine Arts,"Art, Mural",Julius Woeltz,,,,1,
22609,Burleson County Courthouse &#8220;Indians Moving&#8221; Mural &#8211; Caldwell TX,2013,This mural was originally located in the Caldwell Post Office. ...,"30.5320697, -96.6924772",7011,Burleson County Courthouse - Caldwell TX,2nd floor lobby,100 W. Buck Street,Caldwell,TX,77836,,,,,Treasury Section of Fine Arts,"Art, Mural",Suzanne Scheuer,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/5079-IndiansMoving.0_display-225x225.jpg
22610,Post Office Mural &#8220;Before the Fencing of Delta County&#8221; &#8211; Cooper TX,2014,The post office contains a Treasury Section of Fine Arts mural ï¿_ï¿_ï¿_Before the Fencing of Delta Countyï¿_Ûù painted by Lloyd Goff in 1939.  Medium: oil on...,"33.373452, -95.687208",4012,Post Office - Cooper TX,Lobby,150 E. Dallas Avenue,Cooper,TX,75432,,,,,Treasury Section of Fine Arts,"Art, Mural",Lloyd Goff,,,,1,http://livingnewdeal.org/wp-content/uploads/2013/07/5080-BeforeTheFencingOfDeltaCounty.0_display-225x225.jpg
